Algoritmo,Funcao_Custo,Funcao_Heuristica,Custo_Caminho,Nos_Gerados,Nos_Visitados,Caminho_Encontrado,Farmacias
Busca A*,custo_c3,heuristica_manhattan,323,545,360,"[(13, 12), (13, 13), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (13, 25), (13, 26), (14, 26), (15, 26), (16, 26), (17, 26), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (25, 27), (25, 28), (25, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,293,1824,1800,"[(13, 12), (13, 13), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,257,385,279,"[(13, 12), (13, 13), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 18), (14, 19), (15, 19), (15, 20), (16, 20), (17, 20), (17, 21), (17, 22), (17, 23), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (18, 28), (19, 28), (20, 28), (21, 28), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,256,94,33,"[(13, 12), (13, 13), (13, 14), (13, 15), (13, 16), (13, 17), (14, 17), (14, 18), (15, 18), (15, 19), (16, 19), (16, 20), (17, 20), (17, 21), (18, 21), (18, 22), (18, 23), (18, 24), (18, 25), (18, 26), (18, 27), (19, 27), (19, 28), (20, 28), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,120,591,516,"[(21, 21), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (22, 10)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,120,37,13,"[(21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (22, 10)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,120,37,13,"[(21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (22, 10)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,125,440,369,"[(21, 21), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (22, 10)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,125,37,13,"[(21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (22, 10)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,125,37,13,"[(21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (22, 10)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,122,529,453,"[(21, 21), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (22, 10)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,123,56,21,"[(21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (22, 10)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,123,51,19,"[(21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (22, 10)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,117,679,604,"[(21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (22, 10)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,111,39,14,"[(21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (22, 12), (22, 11), (22, 10)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,117,37,13,"[(21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (22, 10)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,390,1849,1844,"[(10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (23, 8), (24, 8), (25, 8), (26, 8), (27, 8), (28, 8), (28, 9), (28, 10), (28, 11), (28, 12), (28, 13), (28, 14), (28, 15), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25), (28, 26), (28, 27), (28, 28), (28, 29)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,390,1179,1075,"[(10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (23, 8), (24, 8), (25, 8), (26, 8), (27, 8), (28, 8), (28, 9), (28, 10), (28, 11), (28, 12), (28, 13), (28, 14), (28, 15), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25), (28, 26), (28, 27), (28, 28), (28, 29)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,390,875,795,"[(10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (23, 8), (24, 8), (25, 8), (26, 8), (27, 8), (28, 8), (28, 9), (28, 10), (28, 11), (28, 12), (28, 13), (28, 14), (28, 15), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25), (28, 26), (28, 27), (28, 28), (28, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,480,1848,1842,"[(10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (23, 8), (24, 8), (25, 8), (26, 8), (27, 8), (28, 8), (28, 9), (28, 10), (28, 11), (28, 12), (28, 13), (28, 14), (28, 15), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25), (28, 26), (28, 27), (28, 28), (28, 29)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,485,1383,1256,"[(10, 8), (10, 9), (10, 10), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (10, 27), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (16, 28), (17, 28), (18, 28), (19, 28), (20, 28), (21, 28), (22, 28), (23, 28), (24, 28), (25, 28), (26, 28), (27, 28), (28, 28), (28, 29)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,505,1041,915,"[(10, 8), (10, 9), (10, 10), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (10, 27), (10, 28), (10, 29), (10, 30), (11, 30), (12, 30), (13, 30), (14, 30), (15, 30), (16, 30), (17, 30), (18, 30), (19, 30), (20, 30), (21, 30), (22, 30), (23, 30), (24, 30), (25, 30), (26, 30), (27, 30), (28, 30), (28, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,429,1849,1844,"[(10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (23, 8), (24, 8), (25, 8), (26, 8), (27, 8), (28, 8), (28, 9), (28, 10), (28, 11), (28, 12), (28, 13), (28, 14), (28, 15), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25), (28, 26), (28, 27), (28, 28), (28, 29)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,435,1313,1182,"[(10, 8), (10, 9), (10, 10), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (10, 27), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (16, 28), (17, 28), (18, 28), (19, 28), (20, 28), (21, 28), (22, 28), (23, 28), (24, 28), (25, 28), (26, 28), (27, 28), (28, 28), (28, 29)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,435,945,734,"[(10, 8), (10, 9), (10, 10), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (10, 27), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (16, 28), (17, 28), (18, 28), (19, 28), (20, 28), (21, 28), (22, 28), (23, 28), (24, 28), (25, 28), (26, 28), (27, 28), (28, 28), (28, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,383,1851,1844,"[(10, 8), (10, 9), (10, 10), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (10, 27), (10, 28), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,350,803,640,"[(10, 8), (10, 9), (10, 10), (10, 11), (10, 12), (10, 13), (11, 13), (12, 13), (12, 14), (13, 14), (13, 15), (14, 15), (15, 15), (15, 16), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (15, 22), (15, 23), (16, 23), (17, 23), (18, 23), (18, 24), (19, 24), (19, 25), (19, 26), (19, 27), (20, 27), (21, 27), (22, 27), (23, 27), (23, 28), (24, 28), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,353,162,70,"[(10, 8), (10, 9), (10, 10), (10, 11), (10, 12), (10, 13), (11, 13), (11, 14), (12, 14), (12, 15), (13, 15), (13, 16), (14, 16), (14, 17), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (15, 22), (15, 23), (16, 23), (16, 24), (17, 24), (17, 25), (18, 25), (19, 25), (20, 25), (20, 26), (20, 27), (20, 28), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,210,1137,1066,"[(24, 9), (24, 10), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (24, 17), (24, 18), (24, 19), (24, 20), (24, 21), (24, 22), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (23, 27), (22, 27), (21, 27)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,210,213,165,"[(24, 9), (23, 9), (22, 9), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,210,64,22,"[(24, 9), (23, 9), (22, 9), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,225,931,867,"[(24, 9), (23, 9), (22, 9), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,230,242,139,"[(24, 9), (23, 9), (22, 9), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,230,184,96,"[(24, 9), (23, 9), (22, 9), (22, 10), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,219,1017,947,"[(24, 9), (24, 10), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (24, 17), (24, 18), (24, 19), (24, 20), (24, 21), (24, 22), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (23, 27), (22, 27), (21, 27)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,213,184,88,"[(24, 9), (24, 10), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (24, 17), (24, 18), (24, 19), (24, 20), (24, 21), (24, 22), (24, 23), (23, 23), (22, 23), (22, 24), (22, 25), (22, 26), (22, 27), (21, 27)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,213,101,42,"[(24, 9), (24, 10), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (24, 17), (24, 18), (24, 19), (24, 20), (24, 21), (24, 22), (24, 23), (24, 24), (23, 24), (22, 24), (22, 25), (22, 26), (22, 27), (21, 27)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,214,1186,1102,"[(24, 9), (24, 10), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (24, 17), (24, 18), (24, 19), (24, 20), (24, 21), (24, 22), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (23, 27), (22, 27), (21, 27)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,195,129,62,"[(24, 9), (24, 10), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (24, 17), (24, 18), (23, 18), (23, 19), (22, 19), (22, 20), (21, 20), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,204,64,22,"[(24, 9), (24, 10), (24, 11), (24, 12), (24, 13), (23, 13), (22, 13), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,80,111,91,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,80,24,9,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,80,24,9,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,120,156,133,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,120,67,43,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,120,40,21,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,98,147,125,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,98,40,21,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,98,24,9,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,84,147,118,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,84,24,9,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,84,24,9,"[(30, 27), (29, 27), (28, 27), (27, 27), (26, 27), (25, 27), (24, 27), (23, 27), (22, 27)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,290,1322,1266,"[(28, 23), (28, 22), (28, 21), (28, 20), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (5, 19), (4, 19), (3, 19)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,290,324,258,"[(28, 23), (28, 22), (28, 21), (28, 20), (27, 20), (26, 20), (25, 20), (24, 20), (23, 20), (22, 20), (21, 20), (20, 20), (19, 20), (18, 20), (17, 20), (16, 20), (15, 20), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (5, 20), (4, 20), (3, 20), (3, 19)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,290,88,30,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (7, 23), (6, 23), (5, 23), (4, 23), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,415,1448,1399,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (7, 23), (6, 23), (5, 23), (4, 23), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,420,869,780,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (9, 22), (8, 22), (7, 22), (7, 21), (7, 20), (6, 20), (6, 19), (5, 19), (4, 19), (3, 19)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,415,544,405,"[(28, 23), (28, 22), (28, 21), (28, 20), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (5, 19), (4, 19), (3, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,348,1418,1363,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (7, 23), (6, 23), (5, 23), (4, 23), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,348,633,547,"[(28, 23), (28, 22), (28, 21), (28, 20), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (5, 19), (4, 19), (3, 19)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,348,372,253,"[(28, 23), (28, 22), (28, 21), (28, 20), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (5, 19), (4, 19), (3, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,285,1371,1305,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (9, 22), (8, 22), (8, 23), (7, 23), (6, 23), (5, 23), (4, 23), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,276,297,179,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (7, 23), (6, 23), (6, 22), (5, 22), (4, 22), (3, 22), (3, 21), (3, 20), (3, 19)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,271,88,30,"[(28, 23), (28, 22), (28, 21), (28, 20), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (5, 19), (4, 19), (3, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,110,517,442,"[(23, 14), (24, 14), (25, 14), (26, 14), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (27, 9), (27, 8), (27, 7)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,110,92,66,"[(23, 14), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (23, 8), (23, 7), (24, 7), (25, 7), (26, 7), (27, 7)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,110,48,19,"[(23, 14), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (23, 8), (23, 7), (24, 7), (25, 7), (26, 7), (27, 7)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,130,494,415,"[(23, 14), (24, 14), (25, 14), (26, 14), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (27, 9), (27, 8), (27, 7)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,130,109,67,"[(23, 14), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (23, 8), (23, 7), (24, 7), (25, 7), (26, 7), (27, 7)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,130,54,21,"[(23, 14), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (23, 8), (23, 7), (24, 7), (25, 7), (26, 7), (27, 7)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,118,479,394,"[(23, 14), (24, 14), (25, 14), (26, 14), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (27, 9), (27, 8), (27, 7)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,122,107,70,"[(23, 14), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (23, 8), (24, 8), (25, 8), (26, 8), (27, 8), (27, 7)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,120,68,28,"[(23, 14), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (23, 8), (23, 7), (24, 7), (25, 7), (26, 7), (27, 7)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,94,473,390,"[(23, 14), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (23, 8), (23, 7), (24, 7), (25, 7), (26, 7), (27, 7)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,91,44,19,"[(23, 14), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (24, 9), (25, 9), (25, 8), (26, 8), (26, 7), (27, 7)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,91,34,12,"[(23, 14), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (24, 9), (24, 8), (25, 8), (25, 7), (26, 7), (27, 7)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,280,1409,1356,"[(22, 26), (22, 25), (22, 24), (22, 23), (22, 22), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,280,557,489,"[(22, 26), (22, 25), (22, 24), (22, 23), (22, 22), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (9, 15), (8, 15), (7, 15), (6, 15), (6, 14)]",resultados_experimento_2.csv
