Algoritmo,Funcao_Custo,Funcao_Heuristica,Custo_Caminho,Nos_Gerados,Nos_Visitados,Caminho_Encontrado,Farmacias
Busca de Custo Uniforme,custo_c4,N/A,126,311,277,"[(2, 29), (2, 28), (2, 27), (2, 26), (2, 25), (2, 24), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,128,76,33,"[(2, 29), (2, 28), (2, 27), (2, 26), (3, 26), (4, 26), (5, 26), (6, 26), (7, 26), (8, 26), (8, 25), (9, 25), (9, 24), (10, 24), (10, 23), (11, 23)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,125,46,16,"[(2, 29), (2, 28), (2, 27), (2, 26), (2, 25), (2, 24), (3, 24), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,140,761,678,"[(16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,140,144,110,"[(16, 23), (16, 22), (16, 21), (16, 20), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,140,51,19,"[(16, 23), (16, 22), (16, 21), (16, 20), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,190,833,748,"[(16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,190,247,183,"[(16, 23), (16, 22), (16, 21), (16, 20), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,190,150,80,"[(16, 23), (16, 22), (16, 21), (16, 20), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,163,763,678,"[(16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,165,197,147,"[(16, 23), (16, 22), (16, 21), (16, 20), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,165,100,47,"[(16, 23), (16, 22), (16, 21), (16, 20), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,135,681,596,"[(16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,121,59,23,"[(16, 23), (16, 22), (17, 22), (18, 22), (19, 22), (20, 22), (21, 22), (22, 22), (23, 22), (23, 21), (24, 21), (24, 20), (25, 20), (25, 19), (26, 19)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,115,43,15,"[(16, 23), (16, 22), (16, 21), (16, 20), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19)]",resultados_experimento_2.csv
